word;sentence;offensive
sad;I knew it wasn’t too important, but it made me sad anyway.;not_offensive
ashamed;It was about a little kid that wouldn’t go out of the house because two of her front teeth were out and she was ashamed to.;not_offensive
whorehouse;She sings it very Dixieland and whorehouse, and it doesn’t sound at all mushy.;offensive
poor;They looked sort of poor.;not_offensive
depressed;It made me feel not so depressed any more.;not_offensive
messy;Broadway was mobbed and messy.;not_offensive
crazy;I’m not crazy about talking to girls’ mothers on the phone anyway.;not_offensive
bad;They’re not as bad as movies, but they’re certainly nothing to rave about.;not_offensive
anxious;He’d already seen it, and the way he talked about it at lunch, I was anxious as hell to see it, too.;not_offensive
teasing;While the father kept giving him a lot of advice, old Ophelia was sort of horsing around with her brother, taking his dagger out of the holster, and teasing him and all while he was trying to look interested in the bull his father was shooting.;not_offensive
dog;The only thing old Phoebe liked was when Hamlet patted this dog on the head.;not_offensive
trouble;The trouble with me is, I always have to read that stuff by myself.;not_offensive
goose;It made you depressed, and every once in a while, for no reason, you got goose flesh while you walked.;not_offensive
love;God, I love it when a kid’s nice and polite when you tighten their skate for them or something.;not_offensive
damn;I loved that damn museum.;offensive
gay;It didn’t exactly depress me to think about it, but it didn’t make me feel gay as hell, either.;not_offensive
bad;I know that’s impossible, but it’s too bad anyway.;not_offensive
damn;I’d made that damn date with Sally, though.;offensive
mean;Guys that are very mean.;offensive
bores;I mean about calling certain guys bores.;offensive
bores;He was very intelligent and all, but he was one of the biggest bores I ever met.;offensive
awful;He never stopped talking, and what was awful was, he never said anything you wanted to hear in the first place.;not_offensive
sonuvabitch;The sonuvabitch could whistle better than anybody I ever heard.;offensive
jazz;He could even whistle classical stuff, but most of the time he just whistled jazz.;not_offensive
black;She had on this black coat and sort of a black beret.;not_offensive
bunk;All that crap they have in cartoons in the Saturday Evening Post and all, showing guys on street corners looking sore as hell because their dates are late-that’s bunk.;offensive
lie;It was a lie, of course, but the thing is, I meant it when I said it.;not_offensive
love;“Oh, darling, I love you too,” she said.;not_offensive
cuts;Crew cuts are getting corny.;not_offensive
hard;It’s hard to explain.;not_offensive
fast;When one of them got finished making a speech, the other one said something very fast right after it.;not_offensive
jerk;Finally, though, the jerk noticed her and came over and said hello.;offensive
phony;The funny part was, they probably met each other just once, at some phony party.;offensive
phony;He was the kind of a phony that have to give themselves room when they answer somebody’s question.;offensive
jerk;The worst part was, the jerk had one of those very phony, Ivy League voices, one of those very tired, snobby voices.;offensive
bastard;He didn’t hesitate to horn in on my date, the bastard.;offensive
ass;The kept walking ahead of me, so that I’d see how cute her little ass looked.;not_offensive
worst;I mean the worst.;not_offensive
bore;I know it’s a terrific bore, but do you hate it, is what I mean.;not_offensive
crap;Which was crap, because I wasn’t even screaming at her.;offensive
ass;“You give me a royal pain in the ass, if you want to know the truth.” Boy, did she hit the ceiling when I said that.;offensive
scared;Which scared me a little bit, because I was a little afraid she’d go home and tell her father I called her a pain in the ass.;not_offensive
ass;Which scared me a little bit, because I was a little afraid she’d go home and tell her father I called her a pain in the ass.;not_offensive
bastards;Her father was one of those big silent bastards, and he wasn’t too crazy about me anyhow.;offensive
lousy;He did the same lousy old half gainer all day long.;offensive
hot;It was the only dive he could do, but he thought he was very hot stuff.;not_offensive
inferiority;She said he had an inferiority complex.;not_offensive
bastard;Every time you mention some guy that’s strictly a bastard-very mean, or very conceited and all-and when you mention it to the girl, she’ll tell you he has an inferiority complex.;offensive
mean;Every time you mention some guy that’s strictly a bastard-very mean, or very conceited and all-and when you mention it to the girl, she’ll tell you he has an inferiority complex.;offensive
conceited;Every time you mention some guy that’s strictly a bastard-very mean, or very conceited and all-and when you mention it to the girl, she’ll tell you he has an inferiority complex.;offensive
bastard;But he wasn’t a bastard or anything.;offensive
conceited;She told Roberta he was too conceited-and the reason she thought he was conceited was because he happened to mention to her that he was captain of the debating team.;not_offensive
phony;I once called him a fat-assed phony.;offensive
nerves;Anyway, it ends up with Alec and the homey babe getting married, and the brother that’s a drunkard gets his nerves back and operates on Alec’s mother so she can see again, and then the drunken brother and old Marcia go for each other.;offensive
whore;For all I know, since you ask, she’s probably the Whore of New Hampshire by this time.;offensive
ass;He was strictly a pain in the ass, but he certainly had a good vocabulary.;offensive
jerk;I pictured her out with the Lunts and all somewhere, and that Andover jerk.;offensive
bastard;It felt good because I was shivering like a bastard.;offensive
bastard;Witty bastard.;offensive
bastards;All I ever meet is witty bastards.;offensive
stinking;He played the piano stinking, if you want to know the truth.;offensive
dead;Who wants flowers when you’re dead?;not_offensive
cut;I went with them a couple of times, but I cut it out.;not_offensive
crazy;In the first place, I certainly don’t enjoy seeing him in that crazy cemetery.;offensive
bad;It wasn’t too bad when the sun was out, but twice-twice-we were there when it started to rain.;not_offensive
worried;The only thing that worried me was our front door.;not_offensive
bastard;It creaks like a bastard.;offensive
bloodhound;But my parents, especially my mother, she has ears like a goddam bloodhound.;offensive
slob;She’s no slob.;not_offensive
mean;I mean you don’t have to yell at her or anything.;not_offensive
mean;I mean she’s quite affectionate, for a child.;not_offensive
worrying;I mean I finally quit worrying about whether they’d catch me home or not.;not_offensive
crazy;Boy, that stuff drives me crazy.;not_offensive
crazy;If you don’t think that hurts, you’re crazy.;offensive
snotty;She can be quite snotty.;offensive
sad;It made me sort of sad, the way she said it.;not_offensive
mean;And mean guys.;offensive
mean;You never saw so many mean guys in your life.;offensive
boring;There was this one pimply, boring guy, Robert Ackley, that wanted to get in.;offensive
stinking;It was a stinking school.;offensive
stupid;What he did, he carved his goddam stupid sad old initials in one of the can doors about ninety years ago, and he wanted to see if they were still there.;offensive
bad;If somebody at least listens, it’s not too bad.;not_offensive
crazy;I know it’s crazy, but that’s the only thing I’d really like to be.;not_offensive
nervous;I was pretty nervous.;not_offensive
unpleasant;Not that they would’ve killed me or anything if they’d caught me home, but it would’ve been very unpleasant and all.;not_offensive
garbage;I nearly broke my neck on about ten million garbage pails, but I got out all right.;not_offensive
crazy;It just about drove me crazy.;not_offensive
bastard;What a rude bastard, but I couldn’t help it!;offensive
bad;I was still sweating, but not so bad any more.;not_offensive
fuck;Somebody’d written “Fuck you” on the wall.;not_offensive
bum;I figured it was some perverty bum that’d sneaked in the school late at night to take a leak or something and then wrote it on the wall.;offensive
fuck;I went down by a different staircase, and I saw another “Fuck you” on the wall.;not_offensive
fuck;If you had a million years to do it in, you couldn’t rub out even half the “Fuck you” signs in the world.;not_offensive
bastard;He was lying, sure as I’m alive, the little bastard.;offensive
dead;“You know how the Egyptians buried their dead?” I asked the one kid.;not_offensive
fuck;Another “Fuck you.” It was written with a red crayon or something, right under the glass part of the wall, under the stones.;not_offensive
fuck;You may think there is, but once you get there, when you’re not looking, somebody’ll sneak up and write “Fuck you” right under your nose.;not_offensive
fuck;I think, even, if I ever die, and they stick me in a cemetery, and I have a tombstone and all, it’ll say “Holden Caulfield” on it, and then what year I was born and what year I died, and then right under that it’ll say “Fuck you.” I’m positive, in fact.;not_offensive
phony;If anybody tried to do anything phony, they couldn’t stay.;offensive
mean;I mean I had her Christmas dough and all.;not_offensive
drag;She could hardly drag it.;not_offensive
fell;I almost fell over when she said that.;not_offensive
cry;She started to cry.;not_offensive
nasty;I said it very nasty.;not_offensive
cry;All of a sudden I wanted her to cry till her eyes practically dropped out.;not_offensive
red;All she did was, she took off my red hunting hat-the one I gave her-and practically chucked it right in my face.;not_offensive
killed;It nearly killed me, but I didn’t say anything.;not_offensive
stuck;I just picked it up and stuck it in my coat pocket.;not_offensive
terrible;It sounded terrible.;not_offensive
mean;I mean if it’s Phoebe or somebody.;not_offensive
mean;I mean she walked once all the way around it.;not_offensive
ring;The thing with kids is, if they want to grab the gold ring, you have to let them do it, and not say anything.;not_offensive
bad;If they fall off, they fall off, but it’s bad if you say anything to them.;not_offensive
mad;“I’m not mad at you any more,” she said.;not_offensive
damn;It’s starting to rain.” “I know.” Then what she did-it damn near killed me-she reached in my coat pocket and took out my red hunting hat and put it on my head.;not_offensive
killed;It’s starting to rain.” “I know.” Then what she did-it damn near killed me-she reached in my coat pocket and took out my red hunting hat and put it on my head.;not_offensive
miss;You’re gonna miss your ride.;not_offensive
mean;“Did you mean it what you said?;not_offensive
lying;I wasn’t lying to her.;not_offensive
bastard;Boy, it began to rain like a bastard.;not_offensive
stuck;All the parents and mothers and everybody went over and stood right under the roof of the carrousel, so they wouldn’t get soaked to the skin or anything, but I stuck around on the bench for quite a while.;not_offensive
damn;I felt so damn happy all of sudden, the way old Phoebe kept going around and around.;not_offensive
damn;I was damn near bawling, I felt so damn happy, if you want to know the truth.;not_offensive
damn;It was just that she looked so damn nice, the way she kept going around and around, in her blue coat and all.;not_offensive
stupid;It’s such a stupid question, in my opinion.;offensive
mean;I mean how do you know what you’re going to do till you do it?;not_offensive
stupid;I swear it’s a stupid question.;offensive
miss;About all I know is, I sort of miss everybody I told about.;not_offensive
